filtered_idx,split,original_idx,V.SUM.TOTAL,P.SUM.TOTAL,y_victim,y_perpetration,y_overlap
2607,train,2607,3.0,0.0,1,0,0
2608,train,2608,0.0,0.0,0,0,0
2609,train,2609,0.0,0.0,0,0,0
2610,train,2610,2.0,0.0,1,0,0
2612,train,2612,13.0,5.0,1,1,1
2613,train,2613,1.0,0.0,1,0,0
2614,train,2614,0.0,0.0,0,0,0
2615,train,2615,0.0,0.0,0,0,0
2616,train,2616,4.0,0.0,1,0,0
2617,train,2617,1.0,0.0,1,0,0
2620,train,2620,0.0,1.0,0,1,0
2621,train,2621,0.0,0.0,0,0,0
2623,train,2623,0.0,2.0,0,1,0
2625,train,2625,0.0,0.0,0,0,0
2626,train,2626,2.0,0.0,1,0,0
2627,train,2627,0.0,0.0,0,0,0
2631,train,2631,0.0,0.0,0,0,0
2632,train,2632,0.0,0.0,0,0,0
2635,train,2635,1.0,1.0,1,1,1
2636,train,2636,1.0,0.0,1,0,0
2638,train,2638,1.0,0.0,1,0,0
2639,train,2639,1.0,0.0,1,0,0
2640,train,2640,3.0,0.0,1,0,0
2641,train,2641,1.0,0.0,1,0,0
2642,train,2642,0.0,0.0,0,0,0
2644,train,2644,0.0,0.0,0,0,0
2645,train,2645,0.0,0.0,0,0,0
2647,train,2647,2.0,0.0,1,0,0
2648,train,2648,1.0,0.0,1,0,0
2649,train,2649,1.0,0.0,1,0,0
2650,train,2650,0.0,1.0,0,1,0
2651,train,2651,0.0,0.0,0,0,0
2654,train,2654,3.0,0.0,1,0,0
2655,train,2655,0.0,0.0,0,0,0
2656,train,2656,0.0,0.0,0,0,0
2657,train,2657,6.0,1.0,1,1,1
2658,train,2658,2.0,2.0,1,1,1
2659,train,2659,4.0,2.0,1,1,1
2660,train,2660,6.0,1.0,1,1,1
2661,train,2661,0.0,0.0,0,0,0
2663,train,2663,6.0,4.0,1,1,1
2664,train,2664,0.0,0.0,0,0,0
2666,train,2666,1.0,0.0,1,0,0
2667,train,2667,1.0,0.0,1,0,0
2668,train,2668,4.0,0.0,1,0,0
2669,train,2669,4.0,0.0,1,0,0
2670,train,2670,8.0,0.0,1,0,0
2672,train,2672,4.0,0.0,1,0,0
2673,train,2673,0.0,0.0,0,0,0
2675,train,2675,0.0,0.0,0,0,0
2676,train,2676,0.0,0.0,0,0,0
2677,train,2677,0.0,0.0,0,0,0
2678,train,2678,1.0,0.0,1,0,0
2679,train,2679,2.0,0.0,1,0,0
2680,train,2680,1.0,0.0,1,0,0
2682,train,2682,1.0,0.0,1,0,0
2684,train,2684,0.0,0.0,0,0,0
2685,train,2685,1.0,1.0,1,1,1
2687,train,2687,5.0,1.0,1,1,1
2690,train,2690,0.0,0.0,0,0,0
2691,train,2691,0.0,0.0,0,0,0
2692,train,2692,0.0,0.0,0,0,0
2693,train,2693,0.0,0.0,0,0,0
2694,train,2694,0.0,2.0,0,1,0
2695,train,2695,0.0,0.0,0,0,0
2696,train,2696,0.0,0.0,0,0,0
2699,train,2699,0.0,0.0,0,0,0
2700,train,2700,6.0,2.0,1,1,1
2701,train,2701,1.0,0.0,1,0,0
2704,train,2704,0.0,0.0,0,0,0
2705,train,2705,0.0,0.0,0,0,0
2706,train,2706,0.0,0.0,0,0,0
2708,train,2708,0.0,1.0,0,1,0
2709,train,2709,0.0,0.0,0,0,0
2710,train,2710,1.0,0.0,1,0,0
2711,train,2711,0.0,0.0,0,0,0
2712,train,2712,0.0,0.0,0,0,0
2713,train,2713,0.0,3.0,0,1,0
2715,train,2715,0.0,0.0,0,0,0
2716,train,2716,2.0,1.0,1,1,1
2718,train,2718,3.0,0.0,1,0,0
2719,train,2719,1.0,0.0,1,0,0
2720,train,2720,0.0,0.0,0,0,0
2722,train,2722,0.0,0.0,0,0,0
2723,train,2723,2.0,0.0,1,0,0
2724,train,2724,0.0,0.0,0,0,0
2726,train,2726,0.0,0.0,0,0,0
2728,train,2728,5.0,1.0,1,1,1
2729,train,2729,5.0,0.0,1,0,0
2730,train,2730,0.0,0.0,0,0,0
2731,train,2731,3.0,0.0,1,0,0
2732,train,2732,3.0,0.0,1,0,0
2734,train,2734,0.0,0.0,0,0,0
2735,train,2735,2.0,2.0,1,1,1
2736,train,2736,0.0,0.0,0,0,0
2737,train,2737,0.0,0.0,0,0,0
2738,train,2738,0.0,2.0,0,1,0
2739,train,2739,0.0,0.0,0,0,0
2740,train,2740,5.0,0.0,1,0,0
2741,train,2741,1.0,0.0,1,0,0
2742,train,2742,0.0,0.0,0,0,0
2743,train,2743,1.0,0.0,1,0,0
2744,train,2744,0.0,0.0,0,0,0
2745,train,2745,3.0,2.0,1,1,1
2746,train,2746,0.0,1.0,0,1,0
2749,train,2749,0.0,0.0,0,0,0
2751,train,2751,0.0,0.0,0,0,0
2753,train,2753,0.0,0.0,0,0,0
2754,train,2754,1.0,0.0,1,0,0
2755,train,2755,0.0,0.0,0,0,0
2757,train,2757,2.0,0.0,1,0,0
2758,train,2758,2.0,0.0,1,0,0
2759,train,2759,1.0,0.0,1,0,0
2760,train,2760,2.0,3.0,1,1,1
2761,train,2761,0.0,0.0,0,0,0
2762,train,2762,0.0,0.0,0,0,0
2763,train,2763,0.0,1.0,0,1,0
2765,train,2765,3.0,1.0,1,1,1
2766,train,2766,0.0,0.0,0,0,0
2767,train,2767,0.0,1.0,0,1,0
2768,train,2768,0.0,0.0,0,0,0
2769,train,2769,6.0,3.0,1,1,1
2771,train,2771,0.0,0.0,0,0,0
2772,train,2772,0.0,0.0,0,0,0
2773,train,2773,0.0,0.0,0,0,0
2775,train,2775,1.0,0.0,1,0,0
2777,train,2777,2.0,0.0,1,0,0
2778,train,2778,0.0,0.0,0,0,0
2780,train,2780,0.0,0.0,0,0,0
2782,train,2782,0.0,1.0,0,1,0
2783,train,2783,0.0,0.0,0,0,0
2785,train,2785,5.0,1.0,1,1,1
2786,train,2786,2.0,0.0,1,0,0
2787,train,2787,1.0,0.0,1,0,0
2788,train,2788,0.0,0.0,0,0,0
2789,train,2789,0.0,0.0,0,0,0
2790,train,2790,0.0,1.0,0,1,0
2791,train,2791,0.0,0.0,0,0,0
2793,train,2793,0.0,0.0,0,0,0
2794,train,2794,0.0,0.0,0,0,0
2795,train,2795,2.0,0.0,1,0,0
2796,train,2796,0.0,0.0,0,0,0
2797,train,2797,1.0,0.0,1,0,0
2799,train,2799,0.0,0.0,0,0,0
2800,train,2800,3.0,2.0,1,1,1
2801,train,2801,2.0,0.0,1,0,0
2802,train,2802,5.0,1.0,1,1,1
2803,train,2803,0.0,0.0,0,0,0
2804,train,2804,0.0,0.0,0,0,0
2805,train,2805,0.0,0.0,0,0,0
2806,train,2806,0.0,0.0,0,0,0
2808,train,2808,0.0,0.0,0,0,0
2810,train,2810,2.0,0.0,1,0,0
2812,train,2812,0.0,0.0,0,0,0
2813,train,2813,0.0,0.0,0,0,0
2814,train,2814,0.0,0.0,0,0,0
2815,train,2815,0.0,0.0,0,0,0
2816,train,2816,0.0,0.0,0,0,0
2820,train,2820,1.0,0.0,1,0,0
2821,train,2821,0.0,0.0,0,0,0
2822,train,2822,3.0,4.0,1,1,1
2823,train,2823,0.0,0.0,0,0,0
2824,train,2824,0.0,0.0,0,0,0
2825,train,2825,0.0,0.0,0,0,0
2827,train,2827,1.0,1.0,1,1,1
2828,train,2828,0.0,0.0,0,0,0
2829,train,2829,0.0,0.0,0,0,0
2830,train,2830,0.0,0.0,0,0,0
2831,train,2831,2.0,0.0,1,0,0
2833,train,2833,0.0,0.0,0,0,0
2834,train,2834,1.0,0.0,1,0,0
2835,train,2835,3.0,4.0,1,1,1
2837,train,2837,2.0,0.0,1,0,0
2838,train,2838,4.0,1.0,1,1,1
2839,train,2839,3.0,0.0,1,0,0
2841,train,2841,1.0,0.0,1,0,0
2842,train,2842,2.0,0.0,1,0,0
2844,train,2844,0.0,0.0,0,0,0
2845,train,2845,4.0,0.0,1,0,0
2846,train,2846,9.0,1.0,1,1,1
2847,train,2847,2.0,2.0,1,1,1
2848,train,2848,2.0,1.0,1,1,1
2849,train,2849,0.0,3.0,0,1,0
2851,train,2851,1.0,1.0,1,1,1
2852,train,2852,2.0,1.0,1,1,1
2853,train,2853,1.0,0.0,1,0,0
2854,train,2854,0.0,0.0,0,0,0
2855,train,2855,0.0,0.0,0,0,0
2856,train,2856,3.0,0.0,1,0,0
2857,train,2857,0.0,0.0,0,0,0
2858,train,2858,1.0,0.0,1,0,0
2859,train,2859,1.0,0.0,1,0,0
2860,train,2860,0.0,0.0,0,0,0
2861,train,2861,0.0,0.0,0,0,0
2862,train,2862,0.0,0.0,0,0,0
2863,train,2863,0.0,0.0,0,0,0
2865,train,2865,2.0,0.0,1,0,0
2866,train,2866,10.0,5.0,1,1,1
2867,train,2867,3.0,0.0,1,0,0
2868,train,2868,0.0,0.0,0,0,0
2869,train,2869,0.0,0.0,0,0,0
2870,train,2870,1.0,0.0,1,0,0
2871,train,2871,2.0,0.0,1,0,0
2872,train,2872,6.0,3.0,1,1,1
2873,train,2873,1.0,0.0,1,0,0
2876,train,2876,0.0,0.0,0,0,0
2877,train,2877,8.0,6.0,1,1,1
2878,train,2878,1.0,3.0,1,1,1
2879,train,2879,0.0,0.0,0,0,0
2880,train,2880,3.0,0.0,1,0,0
2881,train,2881,1.0,0.0,1,0,0
2882,train,2882,4.0,0.0,1,0,0
2883,train,2883,1.0,0.0,1,0,0
2884,train,2884,0.0,0.0,0,0,0
2885,train,2885,1.0,0.0,1,0,0
2886,train,2886,0.0,0.0,0,0,0
2888,train,2888,1.0,0.0,1,0,0
2889,train,2889,1.0,0.0,1,0,0
2890,train,2890,0.0,6.0,0,1,0
2891,train,2891,1.0,1.0,1,1,1
2892,train,2892,2.0,0.0,1,0,0
2894,train,2894,1.0,0.0,1,0,0
2895,train,2895,2.0,5.0,1,1,1
2897,train,2897,0.0,0.0,0,0,0
2898,train,2898,0.0,0.0,0,0,0
2900,train,2900,0.0,0.0,0,0,0
2901,train,2901,0.0,0.0,0,0,0
2902,train,2902,0.0,0.0,0,0,0
2903,train,2903,1.0,0.0,1,0,0
2904,train,2904,0.0,0.0,0,0,0
2905,train,2905,0.0,0.0,0,0,0
2906,train,2906,12.0,0.0,1,0,0
2907,train,2907,4.0,0.0,1,0,0
2908,train,2908,0.0,0.0,0,0,0
2910,train,2910,0.0,0.0,0,0,0
2912,train,2912,0.0,0.0,0,0,0
2914,train,2914,0.0,0.0,0,0,0
2917,train,2917,10.0,1.0,1,1,1
2918,train,2918,0.0,0.0,0,0,0
2919,train,2919,1.0,3.0,1,1,1
2922,train,2922,0.0,0.0,0,0,0
2923,train,2923,0.0,0.0,0,0,0
2924,train,2924,0.0,0.0,0,0,0
2925,train,2925,0.0,1.0,0,1,0
2926,train,2926,1.0,0.0,1,0,0
2927,train,2927,3.0,0.0,1,0,0
2928,train,2928,12.0,0.0,1,0,0
2929,train,2929,7.0,0.0,1,0,0
2930,train,2930,0.0,0.0,0,0,0
2932,train,2932,2.0,1.0,1,1,1
2933,train,2933,0.0,0.0,0,0,0
2934,train,2934,0.0,0.0,0,0,0
2935,train,2935,0.0,0.0,0,0,0
2936,train,2936,0.0,0.0,0,0,0
2937,train,2937,1.0,1.0,1,1,1
2939,train,2939,0.0,0.0,0,0,0
2940,train,2940,3.0,0.0,1,0,0
2941,train,2941,0.0,0.0,0,0,0
2942,train,2942,0.0,0.0,0,0,0
2943,train,2943,0.0,0.0,0,0,0
2944,train,2944,0.0,0.0,0,0,0
2945,train,2945,7.0,3.0,1,1,1
2947,train,2947,0.0,0.0,0,0,0
2949,train,2949,2.0,2.0,1,1,1
2950,train,2950,3.0,0.0,1,0,0
2951,train,2951,5.0,3.0,1,1,1
2953,train,2953,1.0,0.0,1,0,0
2954,train,2954,8.0,11.0,1,1,1
2956,train,2956,0.0,0.0,0,0,0
2957,train,2957,0.0,0.0,0,0,0
2958,train,2958,0.0,0.0,0,0,0
2959,train,2959,0.0,1.0,0,1,0
2960,train,2960,0.0,0.0,0,0,0
2961,train,2961,0.0,0.0,0,0,0
2962,train,2962,1.0,0.0,1,0,0
2963,train,2963,4.0,0.0,1,0,0
2964,train,2964,0.0,1.0,0,1,0
2967,train,2967,0.0,1.0,0,1,0
2968,train,2968,5.0,0.0,1,0,0
2970,train,2970,3.0,0.0,1,0,0
2971,train,2971,1.0,0.0,1,0,0
2972,train,2972,2.0,0.0,1,0,0
2973,train,2973,4.0,1.0,1,1,1
2976,train,2976,3.0,0.0,1,0,0
2977,train,2977,0.0,0.0,0,0,0
2979,train,2979,0.0,0.0,0,0,0
2980,train,2980,8.0,1.0,1,1,1
2981,train,2981,1.0,0.0,1,0,0
2983,train,2983,0.0,0.0,0,0,0
2984,train,2984,0.0,0.0,0,0,0
2985,train,2985,1.0,0.0,1,0,0
2986,train,2986,3.0,0.0,1,0,0
2987,train,2987,0.0,1.0,0,1,0
2988,train,2988,8.0,4.0,1,1,1
2989,train,2989,0.0,0.0,0,0,0
2991,train,2991,0.0,0.0,0,0,0
2992,train,2992,1.0,0.0,1,0,0
2993,train,2993,0.0,0.0,0,0,0
2994,train,2994,0.0,0.0,0,0,0
2995,train,2995,0.0,3.0,0,1,0
2998,train,2998,2.0,0.0,1,0,0
2999,train,2999,15.0,4.0,1,1,1
3000,train,3000,0.0,1.0,0,1,0
3003,train,3003,10.0,6.0,1,1,1
3004,train,3004,1.0,0.0,1,0,0
3007,train,3007,0.0,0.0,0,0,0
3011,train,3011,2.0,0.0,1,0,0
3012,train,3012,4.0,0.0,1,0,0
3013,train,3013,4.0,1.0,1,1,1
3014,train,3014,1.0,2.0,1,1,1
3015,train,3015,2.0,0.0,1,0,0
3016,train,3016,0.0,0.0,0,0,0
3017,train,3017,0.0,1.0,0,1,0
3019,train,3019,1.0,0.0,1,0,0
3020,train,3020,0.0,1.0,0,1,0
3021,train,3021,1.0,0.0,1,0,0
3023,train,3023,1.0,3.0,1,1,1
3024,train,3024,5.0,1.0,1,1,1
3026,train,3026,3.0,0.0,1,0,0
3027,train,3027,0.0,0.0,0,0,0
3028,train,3028,0.0,0.0,0,0,0
3030,train,3030,2.0,1.0,1,1,1
3031,train,3031,0.0,0.0,0,0,0
3032,train,3032,1.0,0.0,1,0,0
3033,train,3033,2.0,0.0,1,0,0
3034,train,3034,8.0,2.0,1,1,1
3038,train,3038,0.0,0.0,0,0,0
3039,train,3039,0.0,0.0,0,0,0
3040,train,3040,0.0,0.0,0,0,0
3041,train,3041,1.0,0.0,1,0,0
3042,train,3042,0.0,0.0,0,0,0
3043,train,3043,1.0,0.0,1,0,0
3044,train,3044,0.0,0.0,0,0,0
3045,train,3045,0.0,0.0,0,0,0
3048,train,3048,0.0,0.0,0,0,0
3049,train,3049,0.0,0.0,0,0,0
3050,train,3050,1.0,0.0,1,0,0
3051,train,3051,1.0,0.0,1,0,0
3053,train,3053,0.0,0.0,0,0,0
3055,train,3055,1.0,0.0,1,0,0
3056,train,3056,0.0,1.0,0,1,0
3057,train,3057,2.0,0.0,1,0,0
3060,train,3060,4.0,0.0,1,0,0
3061,train,3061,5.0,4.0,1,1,1
3062,train,3062,2.0,0.0,1,0,0
3063,train,3063,2.0,0.0,1,0,0
3065,train,3065,3.0,3.0,1,1,1
3066,train,3066,0.0,0.0,0,0,0
3068,train,3068,3.0,0.0,1,0,0
3069,train,3069,3.0,0.0,1,0,0
3072,train,3072,3.0,0.0,1,0,0
3073,train,3073,0.0,0.0,0,0,0
3074,train,3074,1.0,0.0,1,0,0
3080,train,3080,4.0,1.0,1,1,1
3081,train,3081,1.0,1.0,1,1,1
3082,train,3082,4.0,5.0,1,1,1
3083,train,3083,0.0,0.0,0,0,0
3084,train,3084,12.0,1.0,1,1,1
3085,train,3085,6.0,0.0,1,0,0
3090,train,3090,2.0,1.0,1,1,1
3091,train,3091,1.0,0.0,1,0,0
3092,train,3092,1.0,0.0,1,0,0
3094,train,3094,6.0,0.0,1,0,0
3095,train,3095,0.0,0.0,0,0,0
3096,train,3096,12.0,13.0,1,1,1
3097,train,3097,0.0,0.0,0,0,0
3100,train,3100,5.0,2.0,1,1,1
3101,train,3101,1.0,0.0,1,0,0
3102,train,3102,4.0,0.0,1,0,0
3104,train,3104,1.0,0.0,1,0,0
3105,train,3105,3.0,1.0,1,1,1
3106,train,3106,2.0,0.0,1,0,0
3107,train,3107,1.0,0.0,1,0,0
3110,train,3110,1.0,0.0,1,0,0
3111,train,3111,0.0,0.0,0,0,0
3112,train,3112,0.0,0.0,0,0,0
3113,train,3113,19.0,1.0,1,1,1
3114,train,3114,1.0,0.0,1,0,0
3116,train,3116,0.0,0.0,0,0,0
3118,train,3118,9.0,1.0,1,1,1
3120,train,3120,4.0,2.0,1,1,1
3121,train,3121,0.0,0.0,0,0,0
3122,train,3122,1.0,0.0,1,0,0
3123,train,3123,1.0,0.0,1,0,0
3124,train,3124,0.0,0.0,0,0,0
3126,train,3126,0.0,0.0,0,0,0
3128,train,3128,2.0,0.0,1,0,0
3130,train,3130,3.0,0.0,1,0,0
3131,train,3131,4.0,0.0,1,0,0
3132,train,3132,3.0,1.0,1,1,1
3133,train,3133,0.0,0.0,0,0,0
3134,train,3134,0.0,0.0,0,0,0
3135,train,3135,1.0,0.0,1,0,0
3136,train,3136,0.0,0.0,0,0,0
3139,train,3139,0.0,0.0,0,0,0
3140,train,3140,1.0,0.0,1,0,0
3142,train,3142,0.0,0.0,0,0,0
3143,train,3143,5.0,0.0,1,0,0
3144,train,3144,5.0,0.0,1,0,0
3145,train,3145,0.0,0.0,0,0,0
3148,train,3148,0.0,1.0,0,1,0
3150,train,3150,0.0,0.0,0,0,0
3152,train,3152,0.0,0.0,0,0,0
3154,train,3154,1.0,1.0,1,1,1
3155,train,3155,3.0,1.0,1,1,1
3157,train,3157,0.0,0.0,0,0,0
3158,train,3158,0.0,0.0,0,0,0
3159,train,3159,3.0,0.0,1,0,0
3160,train,3160,0.0,0.0,0,0,0
3161,train,3161,2.0,0.0,1,0,0
3162,train,3162,0.0,0.0,0,0,0
3163,train,3163,0.0,0.0,0,0,0
3165,train,3165,4.0,1.0,1,1,1
3166,train,3166,3.0,2.0,1,1,1
3167,train,3167,0.0,0.0,0,0,0
3168,train,3168,18.0,12.0,1,1,1
3169,train,3169,0.0,0.0,0,0,0
3170,train,3170,0.0,0.0,0,0,0
3171,train,3171,0.0,0.0,0,0,0
3172,train,3172,4.0,0.0,1,0,0
3173,train,3173,2.0,2.0,1,1,1
3175,train,3175,0.0,0.0,0,0,0
3176,train,3176,0.0,0.0,0,0,0
3177,train,3177,0.0,0.0,0,0,0
3179,train,3179,0.0,0.0,0,0,0
3180,train,3180,0.0,0.0,0,0,0
3181,train,3181,4.0,1.0,1,1,1
3182,train,3182,1.0,0.0,1,0,0
3183,train,3183,0.0,0.0,0,0,0
3184,train,3184,2.0,1.0,1,1,1
3186,train,3186,1.0,1.0,1,1,1
3187,train,3187,1.0,0.0,1,0,0
3189,train,3189,2.0,0.0,1,0,0
3190,train,3190,1.0,1.0,1,1,1
3192,train,3192,6.0,4.0,1,1,1
3193,train,3193,3.0,2.0,1,1,1
3194,train,3194,1.0,0.0,1,0,0
3195,train,3195,7.0,0.0,1,0,0
3196,train,3196,0.0,0.0,0,0,0
3198,train,3198,0.0,0.0,0,0,0
3200,train,3200,2.0,2.0,1,1,1
3201,train,3201,6.0,1.0,1,1,1
3202,train,3202,3.0,0.0,1,0,0
3203,train,3203,0.0,1.0,0,1,0
3205,train,3205,1.0,0.0,1,0,0
3206,train,3206,0.0,0.0,0,0,0
3209,train,3209,0.0,0.0,0,0,0
3210,train,3210,0.0,0.0,0,0,0
3211,train,3211,0.0,0.0,0,0,0
3212,train,3212,0.0,0.0,0,0,0
3213,train,3213,0.0,0.0,0,0,0
3215,train,3215,0.0,0.0,0,0,0
3216,train,3216,0.0,0.0,0,0,0
3217,train,3217,0.0,0.0,0,0,0
3218,train,3218,1.0,0.0,1,0,0
3219,train,3219,0.0,0.0,0,0,0
3222,train,3222,1.0,0.0,1,0,0
3223,train,3223,1.0,0.0,1,0,0
3224,train,3224,6.0,0.0,1,0,0
3225,train,3225,3.0,0.0,1,0,0
3226,train,3226,1.0,0.0,1,0,0
3228,train,3228,1.0,0.0,1,0,0
3229,train,3229,12.0,3.0,1,1,1
3232,train,3232,1.0,0.0,1,0,0
3233,train,3233,1.0,0.0,1,0,0
3234,train,3234,1.0,0.0,1,0,0
3237,train,3237,5.0,2.0,1,1,1
3239,train,3239,3.0,0.0,1,0,0
3241,train,3241,5.0,3.0,1,1,1
3242,train,3242,8.0,0.0,1,0,0
3243,train,3243,0.0,0.0,0,0,0
3244,train,3244,7.0,4.0,1,1,1
3246,train,3246,0.0,2.0,0,1,0
3248,train,3248,0.0,0.0,0,0,0
3249,train,3249,0.0,0.0,0,0,0
3251,train,3251,0.0,0.0,0,0,0
3252,train,3252,0.0,0.0,0,0,0
3254,train,3254,1.0,0.0,1,0,0
3255,train,3255,0.0,0.0,0,0,0
3256,train,3256,0.0,0.0,0,0,0
3257,train,3257,3.0,1.0,1,1,1
3258,train,3258,0.0,0.0,0,0,0
3259,train,3259,2.0,0.0,1,0,0
3261,train,3261,1.0,1.0,1,1,1
3262,train,3262,1.0,2.0,1,1,1
3267,train,3267,0.0,0.0,0,0,0
3268,train,3268,0.0,0.0,0,0,0
3270,train,3270,1.0,1.0,1,1,1
3272,train,3272,2.0,0.0,1,0,0
3273,train,3273,8.0,2.0,1,1,1
3275,train,3275,0.0,0.0,0,0,0
3276,train,3276,0.0,2.0,0,1,0
3278,train,3278,3.0,0.0,1,0,0
3279,train,3279,4.0,0.0,1,0,0
3280,train,3280,0.0,0.0,0,0,0
3281,train,3281,1.0,0.0,1,0,0
3282,train,3282,5.0,0.0,1,0,0
3283,train,3283,4.0,0.0,1,0,0
3284,train,3284,2.0,0.0,1,0,0
3285,train,3285,5.0,7.0,1,1,1
3287,train,3287,1.0,0.0,1,0,0
3288,train,3288,0.0,0.0,0,0,0
3290,train,3290,4.0,6.0,1,1,1
3291,train,3291,0.0,0.0,0,0,0
3293,train,3293,7.0,4.0,1,1,1
3294,train,3294,0.0,1.0,0,1,0
3295,train,3295,0.0,2.0,0,1,0
3296,train,3296,0.0,0.0,0,0,0
3297,train,3297,2.0,0.0,1,0,0
3298,train,3298,0.0,0.0,0,0,0
3304,train,3304,0.0,0.0,0,0,0
3305,train,3305,2.0,0.0,1,0,0
3306,train,3306,10.0,1.0,1,1,1
3307,train,3307,6.0,2.0,1,1,1
3309,train,3309,1.0,1.0,1,1,1
3310,train,3310,0.0,2.0,0,1,0
3311,train,3311,5.0,0.0,1,0,0
3312,train,3312,0.0,1.0,0,1,0
3313,train,3313,0.0,0.0,0,0,0
3314,train,3314,0.0,0.0,0,0,0
3316,train,3316,5.0,1.0,1,1,1
3318,train,3318,1.0,0.0,1,0,0
3321,train,3321,0.0,0.0,0,0,0
3323,train,3323,10.0,15.0,1,1,1
3325,train,3325,0.0,0.0,0,0,0
3327,train,3327,6.0,0.0,1,0,0
3328,train,3328,4.0,1.0,1,1,1
3330,train,3330,1.0,0.0,1,0,0
3333,train,3333,0.0,3.0,0,1,0
3335,train,3335,12.0,0.0,1,0,0
3336,train,3336,0.0,0.0,0,0,0
3337,train,3337,0.0,0.0,0,0,0
3338,train,3338,3.0,0.0,1,0,0
3339,train,3339,1.0,0.0,1,0,0
3341,train,3341,0.0,0.0,0,0,0
3342,train,3342,0.0,0.0,0,0,0
3343,train,3343,2.0,0.0,1,0,0
3344,train,3344,0.0,0.0,0,0,0
3345,train,3345,0.0,0.0,0,0,0
3346,train,3346,1.0,0.0,1,0,0
3347,train,3347,5.0,0.0,1,0,0
3348,train,3348,1.0,0.0,1,0,0
3349,train,3349,0.0,0.0,0,0,0
3351,train,3351,9.0,0.0,1,0,0
3352,train,3352,0.0,0.0,0,0,0
3353,train,3353,4.0,0.0,1,0,0
3354,train,3354,0.0,0.0,0,0,0
3355,train,3355,0.0,0.0,0,0,0
3356,train,3356,1.0,0.0,1,0,0
3357,train,3357,0.0,0.0,0,0,0
3358,train,3358,4.0,1.0,1,1,1
3360,train,3360,0.0,0.0,0,0,0
3361,train,3361,8.0,0.0,1,0,0
3362,train,3362,4.0,1.0,1,1,1
3363,train,3363,0.0,0.0,0,0,0
3364,train,3364,0.0,0.0,0,0,0
3366,train,3366,2.0,0.0,1,0,0
3367,train,3367,0.0,0.0,0,0,0
3368,train,3368,0.0,0.0,0,0,0
3369,train,3369,0.0,0.0,0,0,0
3370,train,3370,2.0,0.0,1,0,0
3371,train,3371,0.0,0.0,0,0,0
3372,train,3372,1.0,0.0,1,0,0
3373,train,3373,3.0,1.0,1,1,1
3374,train,3374,0.0,0.0,0,0,0
3375,train,3375,0.0,0.0,0,0,0
3377,train,3377,0.0,0.0,0,0,0
3378,train,3378,0.0,0.0,0,0,0
3379,train,3379,0.0,0.0,0,0,0
3380,train,3380,1.0,0.0,1,0,0
3382,train,3382,11.0,0.0,1,0,0
3383,train,3383,0.0,0.0,0,0,0
3384,train,3384,0.0,0.0,0,0,0
3385,train,3385,2.0,1.0,1,1,1
3387,train,3387,0.0,0.0,0,0,0
3389,train,3389,0.0,0.0,0,0,0
3390,train,3390,0.0,0.0,0,0,0
3392,train,3392,3.0,0.0,1,0,0
3393,train,3393,0.0,0.0,0,0,0
3395,train,3395,5.0,3.0,1,1,1
3396,train,3396,2.0,0.0,1,0,0
3397,train,3397,3.0,1.0,1,1,1
3398,train,3398,0.0,0.0,0,0,0
3399,train,3399,0.0,0.0,0,0,0
3405,train,3405,8.0,8.0,1,1,1
3407,train,3407,0.0,0.0,0,0,0
3408,train,3408,0.0,0.0,0,0,0
3409,train,3409,0.0,0.0,0,0,0
3410,train,3410,2.0,0.0,1,0,0
3412,train,3412,1.0,1.0,1,1,1
3413,train,3413,3.0,0.0,1,0,0
3415,train,3415,5.0,4.0,1,1,1
3416,train,3416,2.0,1.0,1,1,1
3418,train,3418,0.0,0.0,0,0,0
3421,train,3421,2.0,1.0,1,1,1
3423,train,3423,1.0,1.0,1,1,1
3424,train,3424,3.0,0.0,1,0,0
3428,train,3428,2.0,0.0,1,0,0
3430,train,3430,7.0,1.0,1,1,1
3431,train,3431,2.0,0.0,1,0,0
3432,train,3432,2.0,1.0,1,1,1
3433,train,3433,0.0,0.0,0,0,0
3434,train,3434,0.0,0.0,0,0,0
3435,train,3435,2.0,1.0,1,1,1
3436,train,3436,3.0,1.0,1,1,1
3437,train,3437,0.0,0.0,0,0,0
3438,train,3438,0.0,0.0,0,0,0
3441,train,3441,0.0,0.0,0,0,0
3443,train,3443,5.0,3.0,1,1,1
3444,train,3444,1.0,0.0,1,0,0
3445,train,3445,0.0,0.0,0,0,0
3447,train,3447,0.0,1.0,0,1,0
3449,train,3449,4.0,0.0,1,0,0
3451,train,3451,0.0,0.0,0,0,0
3452,train,3452,0.0,0.0,0,0,0
3453,train,3453,1.0,0.0,1,0,0
3454,train,3454,4.0,1.0,1,1,1
3455,train,3455,2.0,0.0,1,0,0
3456,train,3456,0.0,0.0,0,0,0
3457,train,3457,6.0,1.0,1,1,1
3459,train,3459,2.0,0.0,1,0,0
3460,train,3460,0.0,0.0,0,0,0
3463,train,3463,0.0,0.0,0,0,0
3464,train,3464,1.0,2.0,1,1,1
3465,train,3465,7.0,3.0,1,1,1
3467,train,3467,1.0,0.0,1,0,0
3468,train,3468,5.0,0.0,1,0,0
3473,train,3473,3.0,0.0,1,0,0
3474,train,3474,1.0,0.0,1,0,0
3475,train,3475,4.0,1.0,1,1,1
3476,train,3476,1.0,3.0,1,1,1
3478,train,3478,2.0,0.0,1,0,0
3480,train,3480,8.0,0.0,1,0,0
